Tree order	OS_name	Isolate name	Standardized name	Isolation	Ecological origins	Geographical origins	HO deletion	Plasmid class	Plasmid CN	Ploidy	Aneuploidies	Zygosity	Total number of SNPs	Proportion of clean heterozygous SNPs (whole dataset)	Number of singletons	Mean coverage	Clade	MTA (no distribution)	Collection / Provider	Reference
626	OS_1068	CEY615	BDP	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,072	9.0	174	277	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
627	OS_895	HE010	BCI	Human feces	Human	French Guiana	no	none	0	2	aneu;+1*4;	heterozygous	84,562	11.3	300	217	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
628	OS_889	HE004	BCC	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	82,839	11.1	83	112	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
629	OS_1076	CEY623	BEC	Human feces	Human	French Guiana	no	none	0	2	aneu;+1*12;	heterozygous	83,878	9.0	123	223	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
630	OS_1077	CEY624	BED	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,956	12.0	150	217	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
631	OS_891	HE006	BCE	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	83,514	8.8	193	190	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
632	OS_901	HE020	BCQ	Human	Human	French Guiana	no	none	0	2	euploid	heterozygous	83,686	9.0	147	226	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
633	OS_1073	CEY620	BDV	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,027	9.8	140	228	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
634	OS_1104	CEY651	BNB	Fruits	Fruit	French Guiana	no	none	0	2	euploid	heterozygous	85,700	11.4	127	284	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
635	OS_1070	CEY617	BDR	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	82,774	8.3	304	189	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
636	OS_1102	CEY649	BMV	Agouti paca (RO)	Nature	French Guiana	no	none	0	2	euploid	heterozygous	83,933	9.1	101	300	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
637	OS_1103	CEY650	BNA	Agouti paca (RO)	Nature	French Guiana	no	none	0	2	euploid	heterozygous	84,173	10.3	147	297	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
638	OS_894	HE009	BCH	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	83,906	9.7	288	242	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
639	OS_900	HE016	BCP	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	83,189	9.3	95	192	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
640	OS_1071	CEY618	BDS	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,136	11.2	125	196	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
641	OS_899	HE015	BCN	Human feces	Human	French Guiana	no	none	0	1	euploid	homozygous	79,777	0.0	45	213	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
642	OS_1074	CEY621	BEA	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	83,253	8.2	115	186	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
643	OS_1105	CEY652	BNC	Fruits	Fruit	French Guiana	no	none	0	2	euploid	heterozygous	83,874	7.5	317	334	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
644	OS_1069	CEY616	BDQ	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	85,618	12.8	671	213	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
645	OS_1075	CEY622	BEB	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	85,611	11.6	655	307	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
646	OS_896	HE011	BCK	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,931	11.4	445	238	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
647	OS_1099	CEY646	BMR	Chicken	Nature	French Guiana	no	none	0	2	euploid	heterozygous	82,826	6.6	245	291	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
648	OS_1078	CEY625	BEE	Human feces	Human	French Guiana	no	none	0	2	euploid	heterozygous	84,594	11.1	429	241	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
649	OS_1106	CEY653	BND	Fruits	Fruit	French Guiana	no	none	0	2	euploid	heterozygous	82,589	6.0	300	189	10. French Guiana human 		Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20
650	OS_1100_2	CEY647	CQS	Molossus molossus (bat)	Nature	French Guiana	no	none	0	2	euploid	homozygous	80,676	0.0	19,508	243			Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	
651	OS_865	908	BBM	Raicilla (Mexican distilled spirit)	Distillery	Jalisco, Mexico	no	Spar	30	2	euploid	homozygous	79,266	0.0	3,874	279			Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
652	OS_864	906	CPA	Must from various Agave sp. 	Nature	Mexico	no	A	13	2	euploid	heterozygous	83,678	21.3	4,762	299			Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
653	OS_680	PW5_b	ADE	Raphia palm wine	Palm wine	Aba, Abia State, Nigeria	yes	none	0	1	euploid	homozygous	74,022	0.0	2,686	261			Kruglyak Laboratory	1
654	OS_1724	YJM1399	SACE_YCL	Wild cherry tree	Tree	NA	no	none	0	2	euploid	homozygous	46,357	0.0	867	88			Phaff collection	2
655	OS_1709	YJM1311	SACE_YBV	Unknown	Human, clinical	Michigan, USA	no	B	77	2	euploid	homozygous	50,816	0.0	408	282			Phaff collection	2
656	OS_1692	YJM693	SACE_YAX	Unknown	Human, clinical	Texas, USA	no	none	0	2	euploid	homozygous	49,810	0.0	683	40			Phaff collection	2
657	OS_1720	YJM1385	SACE_YCG	Sugar refinery	Industrial	Maryland, USA	no	none	0	2	euploid	homozygous	51,737	0.0	1,115	185			Phaff collection	2
658	OS_745	CBS1388a	AAH	Unknown	Unknown	NA	yes	A	1	1	euploid	homozygous	52,600	0.0	780	264			CBS collection (Nguyen H.V.)	
659	OS_727	CBS1173	AFS	Fruit ilex	Fruit	NA	no	none	0	2	aneu;-1*2;-1*3;-1*4;-1*6;-1*9;-1*10;-1*11;-1*15;-1*16;	heterozygous	58,552	18.4	1,314	237			CBS collection (Nguyen H.V.)	
660	OS_825	CBS2444	AGC	Distillery	Distillery	Seagrams distillery, Louisville, Kentucky	yes	A	17	1	aneu;+1*1;+1*5;+1*10;+1*11;	heterozygous	50,356	10.2	499	85			CBS collection (Nguyen H.V.)	
661	OS_1625	4.5_WLP530	CFC	Carlsberg Beer, Abbey ale yeast (Westmalle brewery)	Beer	Westmalle, Belgium	no	A	85	4	aneu;-1*12;	heterozygous	84,295	68.9	2,228	216	11. Ale beer 		Carlsberg	
662	OS_730	CBS6308	AGB	Brewer yeast, Yorkshire type	Beer	South Yorkshire, UK	no	A	111	2	euploid	heterozygous	57,000	40.9	437	60	11. Ale beer 		CBS collection (Nguyen H.V.)	
663	OS_1431	CECT1462	ATV	Beer	Beer	UK	no	A	153	4	euploid	heterozygous	79,605	63.4	2,043	88	11. Ale beer 		CECT collection	
664	OS_703	CBS2165a	AAC	Brewers	Beer	England	no	A	14	2	euploid	heterozygous	66,697	38.0	1,966	271	11. Ale beer 		CBS collection (Nguyen H.V.)	
665	OS_1468	NCYC_1187	CBR	Ale strain	Beer	UK	no	A	168	4	euploid	heterozygous	83,141	63.9	80	150	11. Ale beer 		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
666	OS_1629	1.6_Safale_S40	CFG	Carlsberg Beer	Beer	UK	no	A	106	4	aneu;-1*6;	heterozygous	84,065	63.6	196	276	11. Ale beer 		Carlsberg	
667	OS_1631	Nottingham_ale_1.8_Lallemand	CFH	Carlsberg Beer	Beer	UK	no	A	119	4	aneu;-1*1;-1*7;	heterozygous	83,187	64.1	413	222	11. Ale beer 		Carlsberg	
668	OS_816	CBS1248	AEC	Brewers yeast	Beer	NA	no	A	23	Xn	NA	heterozygous	78,687	59.1	1,961	111	11. Ale beer 		CBS collection (Nguyen H.V.)	
669	OS_1626	1.3_Safale_US05	CFD	Carlsberg Beer, American Ale yeast	Beer	USA	no	A	63	4	aneu;-1*1;-1*5;+1*6;-1*12;	heterozygous	74,644	50.3	343	190	11. Ale beer 		Carlsberg	
670	OS_1634	5.5_WLP090	CFM	Carlsberg Beer, San Diego Super Yeast	Beer	San Diego, USA	no	A	70	4	aneu;-1*1;-1*5;-1*9;	heterozygous	75,244	51.3	502	258	11. Ale beer 		Carlsberg	
671	OS_1374	CBS1230	AQT	Beer	Beer	Belgium	no	A	109	3	aneu;+1*6;	heterozygous	69,879	44.4	1,314	232	11. Ale beer 		CBS collection	
672	OS_1291	DBVPG6694	BRP	Artois Peterman beer	Beer	Belgium	no	A	60	4	aneu;+1*1;-1*3;	heterozygous	78,549	57.6	481	302	11. Ale beer 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
673	OS_50	DBVPG6693	BSI	Beer	Beer	Belgium	no	A	176	4	aneu;+1*1;+1*9;-1*14;	heterozygous	74,184	52.7	263	259	11. Ale beer 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
674	OS_815	CBS1171	AEB	Brewers top yeast	Beer	Oranjeboom brewery, Rotterdam, Netherlands	no	A	112	4	aneu;+1*1;+1*2;+1*15;	heterozygous	74,793	52.0	137	212	11. Ale beer 		CBS collection (Nguyen H.V.)	
675	OS_1402	CLIB227	ASH	Beer holland	Beer	Netherlands	no	A	122	4	aneu;-1*1;-1*5;-1*7;-1*8;+1*9;-1*14;+1*16;	heterozygous	71,496	48.7	34	149	11. Ale beer 		CLIB collection (Serge Casaregola)	
676	OS_669	CCY_21-4-106	BBG	River water (Morava)	Water	Devinska Nova Ves, Slovakia	no	A	184	4	aneu;-1*1;-1*6;-1*8;-1*10;-1*14;-1*16;	heterozygous	71,763	47.7	78	230	11. Ale beer 		Culture collection of Yeast (Renata Vadkertiova)	
677	OS_1292	DBVPG6695	BRQ	Orval Trappist beer	Beer	Belgium	no	A	110	4	aneu;-1*1;-1*5;+2*9;-1*10;+1*13;	heterozygous	75,749	54.5	296	331	11. Ale beer 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
678	OS_1565	UCD_06-645	CGC	Female olive fly, surface sterilized, smashed, plated on RBCA	Fruit	Davis, CA, UCD	no	A	135	4	euploid	heterozygous	79,147	59.0	387	302	11. Ale beer 		Phaff collection	
679	OS_642	SM8.3.M5	CNC	Bioethanol	Bioethanol	Brazil	no	B	124	2	euploid	heterozygous	70,376	54.4	1,529	217	M3. Mosaic region 3 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
680	OS_883	2720	BMQ	Blood	Human, clinical	La Fe Hospital,Valencia, Spain	no	B	11	2	aneu;+1*1;+1*6;+1*7;+1*9;+1*11;+1*12;+1*13;	heterozygous	53,504	65.6	1,844	58	M3. Mosaic region 3 		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
681	OS_794	YJM269_1b	ACN	Red Blauer Portugieser grapes	Wine	Austria	yes	A	23	1	euploid	homozygous	23,030	0.0	19	191	M3. Mosaic region 3 		Kruglyak Laboratory	1
682	OS_1462	1	CBK	Chalcidoidea  	Insect	Schleswig-Holstein	no	A	35	1	euploid	homozygous	29,204	2.3	3	233	M3. Mosaic region 3 		Max Planck Institute for Evolutionary Biology (Duncan Greig)	
683	OS_1463	2	CBL	Chalcidoidea  	Insect	Schleswig-Holstein	no	A	13	2	euploid	heterozygous	62,006	91.1	7	189	M3. Mosaic region 3 		Max Planck Institute for Evolutionary Biology (Duncan Greig)	
684	OS_60	DBVPG6044	AKI	Bili wine	Wine	West Africa	no	A	12	2	euploid	homozygous	61,663	0.0	8	175	M3. Mosaic region 3 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
685	OS_801	Y55_1b	ADA	Wine	Wine	France	yes	A	19	1	euploid	homozygous	62,285	0.0	5	267	M3. Mosaic region 3 		Kruglyak Laboratory	1
686	OS_1418	YJM627	ATE	Seg. Y55	Unknown	France	no	A	91	2	euploid	homozygous	62,289	0.0	2	256	M3. Mosaic region 3		Washington University School of Medicine (Justin C Fay)	5
687	OS_1464	3	CBM	Chalcidoidea  	Insect	Forest of Nehmten in Schleswig-Holstein	no	A	12	2	euploid	heterozygous	62,734	87.9	13	250	M3. Mosaic region 3		Max Planck Institute for Evolutionary Biology (Duncan Greig)	
688	OS_783	EM93_3	ACA	Rotting fig	Fruit	California, USA	yes	A	21	1	euploid	homozygous	25,551	0.0	0	230	M3. Mosaic region 3		Kruglyak Laboratory	1
689	OS_784	TL229S2.2	ACB	Cheese	Dairy	France	yes	A	21	1	euploid	homozygous	25,605	0.0	5	249	M3. Mosaic region 3		Kruglyak Laboratory	1
690	OS_1288	DBVPG6350	BRL	UC Berkeley	Unknown	USA	no	A	7	1	aneu;+1*11;	homozygous	17,881	4.4	132	184	M3. Mosaic region 3		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
691	OS_812	CBS7765	ADT	Salmo gairdneri (rainbow trout)	Nature	Sweden, Goteborg	yes	A	1	1	euploid	homozygous	100	0.0	12	267	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
692	OS_836	W303	SACE_GAV	Lab strain	Lab strain	NA	no	A	57	2	euploid	homozygous	7,951	0.0	16	19	M3. Mosaic region 3		EUROFAN	6
693	OS_1718	YJM1381	SACE_YCE	Rum fermentation	Distillery	Trinidad	no	B	85	2	euploid	homozygous	50,506	0.0	1,122	316	M3. Mosaic region 3		Phaff collection	2
694	OS_1721	YJM1386	SACE_YCH	Sugar cane	Nature	Jamaica	no	B	49	2	euploid	homozygous	53,201	0.0	585	45	M3. Mosaic region 3		Phaff collection	2
695	OS_290	NCYC_2966	CLG	Feces	Human, clinical	Nottingham, UK	no	B	6	2	euploid	heterozygous	71,760	57.2	1,806	268	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
696	OS_1501	MTF2546	CQC	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	60,620	21.9	10	259	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
697	OS_1502	MTF2547	CQD	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	60,680	21.9	10	281	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
698	OS_1505	MTF2550	CQG	Cocoa bean fermentation	Fermentation	West Africa	no	A	6	2	euploid	heterozygous	67,960	21.4	587	231	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
699	OS_1507	MTF2552	CQI	Cocoa bean fermentation	Fermentation	West Africa	no	A	6	2	euploid	heterozygous	69,228	26.8	782	268	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
700	OS_1506	MTF2551	CQH	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	64,122	31.5	20	254	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
701	OS_1509	MTF2554	CQL	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	65,042	34.7	5	215	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
702	OS_228	AY529516	ANN	Cocoa bean fermentation	Fermentation	Ghana	no	none	0	2	euploid	heterozygous	64,415	36.5	1	207	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
703	OS_1510	MTF2555	CQM	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	64,947	36.4	6	272	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
704	OS_1503	MTF2548	CQE	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	63,365	33.1	9	215	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
705	OS_1508	MTF2553	CQK	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	60,388	24.4	25	298	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
706	OS_1504	MTF2549	CQF	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	60,318	22.5	31	266	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
707	OS_1511	MTF2556	CQN	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	61,386	27.4	22	222	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
708	OS_1512	MTF2557	CQP	Cocoa bean fermentation	Fermentation	West Africa	no	none	0	2	euploid	heterozygous	60,014	20.7	234	286	12. West African cocoa 		The Royal Veterinary and Agricultural University (Lene Jespersen)	21
709	OS_592	CLQCA_04-021	AKQ	Beetle	Insect	Los Rios, Ecuador	no	none	0	2	euploid	homozygous	52,138	0.0	464	224	M3. Mosaic region 3 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
710	OS_594	CLQCA_09-001	AKS	Flower (Opuntia sp.)	Flower	Imbabura, Ecuador	no	A	8	2	euploid	homozygous	55,664	0.0	219	207	M3. Mosaic region 3 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
711	OS_603	CLQCA_18-003	ALG	Cocoa fruit	Fruit	Sucumbios, Ecuador	no	none	0	2	euploid	homozygous	51,601	0.0	243	226	M3. Mosaic region 3 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
712	OS_773	YJM454_1b	ABH	Human, clinical 	Human, clinical	NA	yes	A	19	1	euploid	homozygous	53,845	0.0	77	183	M3. Mosaic region 3 		Kruglyak Laboratory	1
713	OS_1684	YJM456	SACE_YAN	Unknown	Human, clinical	California, USA	no	A	103	2	euploid	homozygous	42,954	0.0	4	108	M3. Mosaic region 3 		Phaff collection	2
714	OS_1713	YJM1338	SACE_YBZ	Sour fig	Fruit	Maryland, USA	no	A	50	2	euploid	homozygous	54,838	0.0	92	208	M3. Mosaic region 3 		Phaff collection	2
715	OS_384	ZP_611	BTI	Quercus robur	Tree	Canada, Vancouver,	no	A	5	2	euploid	homozygous	58,106	0.0	329	315	M3. Mosaic region 3 		Faculdade de Ciencias e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(Jose Paulo Sampaio)	
716	OS_1564	UCD_05-780	CGB	Beetle from infested Prunus bokhariensis, walk plate on RBCA.  No mold on plate.  Prunus bokhariensis Type Botanky E-1-18	Insect	Winters, CA Wolfskill USDA Prunus germplasm collection, 	no	A	78	2	euploid	homozygous	53,627	0.0	30	211	M3. Mosaic region 3		Phaff collection (?)	
717	NA	YJM1527	SACE_YDG	Prune	Fruit	California, USA	no	A	110	2	euploid	homozygous	46,033	0.0	7	65	M3. Mosaic region 3			2
718	OS_774	YJM653_1b	ABI	Brochoalveolar lavage	Human, clinical	USA	yes	B	29	1	euploid	homozygous	51,490	0.0	113	208	M3. Mosaic region 3		Kruglyak Laboratory	1
719	OS_1688	YJM681	SACE_YAT	Unknown	Human, clinical	California, USA	no	B	90	2	euploid	homozygous	51,525	0.0	134	44	M3. Mosaic region 3		Phaff collection	2
720	OS_157	D3742	BSK	Spoiled ice tea	Unknown	France	no	B	29	2	euploid	heterozygous	65,669	45.4	596	250	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
721	OS_283	384103A	BMD	Human	Human	RVI Newcastle, UK	no	B	21	2	euploid	heterozygous	70,978	58.9	643	285	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James, Donald Mackenzie and Ian Roberts)	
722	OS_766	YJM320b	AAV	Blood	Human, clinical	California, USA	yes	B	22	1	euploid	homozygous	50,886	0.0	1	188	M3. Mosaic region 3		Kruglyak Laboratory	1
723	OS_1296	DBVPG6874	BRV	Human	Human, clinical	USA 	no	B	22	2	euploid	heterozygous	65,653	39.7	51	277	M3. Mosaic region 3		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
724	OS_1685	YJM541	SACE_YAP	Unknown	Human, clinical	California, USA	no	B	85	2	aneu;+1*9;	homozygous	52,869	0.0	13	73	M3. Mosaic region 3		Phaff collection	2
725	OS_1686	YJM554	SACE_YAQ	Unknown	Human, clinical	California, USA	no	B	59	2	euploid	homozygous	53,947	0.0	22	69	M3. Mosaic region 3		Phaff collection	2
726	OS_1687	YJM555	SACE_YAR	Unknown	Human, clinical	California, USA	no	B	42	2	euploid	homozygous	50,682	0.0	130	131	M3. Mosaic region 3		Phaff collection	2
727	OS_775	YJM678_1b	ABK	Unknown	Human, clinical	NA	yes	none	0	1	euploid	homozygous	49,537	0.0	29	202	M3. Mosaic region 3		Kruglyak Laboratory	1
728	OS_1689	YJM682	SACE_YAU	Unknown	Human, clinical	Texas, USA	no	B	74	2	euploid	homozygous	49,259	0.0	18	67	M3. Mosaic region 3		Phaff collection	2
729	OS_767	YJM326_b	ABA	Human, clinical 	Human, clinical	California, USA	yes	B	25	1	euploid	homozygous	50,836	0.0	35	217	M3. Mosaic region 3		Kruglyak Laboratory	1
730	OS_1690	YJM683	SACE_YAV	Unknown	Human, clinical	Texas, USA	no	none	0	2	euploid	homozygous	51,208	0.0	45	106	M3. Mosaic region 3		Phaff collection	2
731	OS_764	YJM145_b	AAS	AIDS patient	Human, clinical	USA	yes	A	37	1	euploid	homozygous	52,302	0.0	145	177	M3. Mosaic region 3		Kruglyak Laboratory	1
732	OS_765	YJM280_b	AAT	Peritoneal fluid	Human, clinical	USA	yes	B	24	1	aneu;+1*1;	homozygous	53,723	0.0	207	201	M3. Mosaic region 3		Kruglyak Laboratory	1
733	OS_772	YJM440_1b	ABG	Human, clinical 	Human, clinical	NA	yes	A	29	1	euploid	homozygous	53,538	0.0	128	177	M3. Mosaic region 3		Kruglyak Laboratory	1
734	OS_1682	YJM450	SACE_YAK	Unknown	Human, clinical	California, USA	no	A	62	2	euploid	homozygous	53,367	0.0	143	153	M3. Mosaic region 3		Phaff collection	2
735	OS_1606	ATCC_38618:2-2	CEN	Concentrated orange juice	Fruit	NA	no	B	212	2	aneu;+1*11;+1*13;	heterozygous	51,817	0.1	141	199	M3. Mosaic region 3		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
736	OS_1691	YJM689	SACE_YAW	Unknown	Human, clinical	Texas, USA	no	none	0	2	euploid	homozygous	49,427	0.0	251	36	M3. Mosaic region 3		Phaff collection	2
737	OS_1701	YJM1190	SACE_YBJ	Unknown	Human, clinical	Michigan, USA	no	B	87	2	euploid	homozygous	38,681	0.0	100	31	M3. Mosaic region 3		Phaff collection	2
738	OS_1702	YJM1199	SACE_YBK	Unknown	Human, clinical	Michigan, USA	no	B	101	2	euploid	homozygous	54,843	0.0	79	42	M3. Mosaic region 3		Phaff collection	2
739	OS_1703	YJM1202	SACE_YBL	Unknown	Human, clinical	Michigan, USA	no	B	79	2	euploid	homozygous	54,837	0.0	178	455	M3. Mosaic region 3		Phaff collection	2
740	OS_1707	YJM1304	SACE_YBT	Unknown	Human, clinical	Texas, USA	no	B	104	2	euploid	homozygous	54,208	0.0	306	526	M3. Mosaic region 3		Phaff collection	2
